n_sim,gamma,MSE,se(MSE),theoretical_MSE
1,0.1297844450770311,0.007099627937675172,0.0,0.14914057137087094
1,0.1299040599676593,0.005171167471241379,0.0,0.14929854742550674
1,0.13002378510048215,0.006041231837801137,0.0,0.14945671257863055
1,0.13014362057710363,0.004980741566471846,0.0,0.14961506710274058
1,0.13026356649922122,0.008125292897739007,0.0,0.1497736112708271
1,0.13038362296862624,0.008580361961001644,0.0,0.1499323453563735
1,0.13050379008720386,0.004807502673746294,0.0,0.15009126963335748
1,0.130624067956933,0.007346132491834364,0.0,0.15025038437625182
1,0.13074445667988668,0.00518737754512645,0.0,0.15040968986002604
1,0.130864956358232,0.00947359791627836,0.0,0.15056918636014716
1,0.13098556709423012,0.005379147568123238,0.0,0.15072887415258077
1,0.1311062889902366,0.004852808410833385,0.0,0.15088875351379244
1,0.13122712214870122,0.009355663674711984,0.0,0.15104882472074868
1,0.13134806667216822,0.006568276428038138,0.0,0.15120908805091796
1,0.13146912266327632,0.006484523343087286,0.0,0.151369543782272
1,0.13159029022475885,0.004392956020373699,0.0,0.15153019219328698
1,0.1317115694594439,0.005425859321847841,0.0,0.1516910335629445
1,0.13183296047025425,0.004414010692435097,0.0,0.15185206817073282
1,0.1319544633602075,0.005707542947598369,0.0,0.15201329629664787
1,0.1320760782324163,0.0048681267887231,0.0,0.15217471822119472
1,0.13219780519008822,0.009500917138601378,0.0,0.15233633422538828
1,0.1323196443365261,0.004318105065591207,0.0,0.15249814459075492
1,0.13244159577512787,0.006519670033067844,0.0,0.15266014959933333
1,0.13256365960938676,0.008734241935561545,0.0,0.15282234953367568
1,0.13268583594289143,0.005446126330090474,0.0,0.15298474467684894
1,0.13280812487932595,0.004458966593664324,0.0,0.15314733531243593
1,0.13293052652247006,0.00458148759270649,0.0,0.1533101217245367
1,0.13305304097619905,0.005253658601023175,0.0,0.15347310419776933
1,0.133175668344484,0.005631404111752668,0.0,0.15363628301727142
1,0.1332984087313917,0.0056741336763991386,0.0,0.15379965846870108
1,0.13342126224108505,0.00670997473070409,0.0,0.15396323083823837
1,0.1335442289778228,0.006256896948339382,0.0,0.1541270004125862
1,0.13366730904595983,0.0059747697909146484,0.0,0.15429096747897167
1,0.13379050254994718,0.007818649687308053,0.0,0.1544551323251472
1,0.13391380959433222,0.006365224780031543,0.0,0.1546194952393919
1,0.13403723028375863,0.006578447446247664,0.0,0.15478405651051252
1,0.1341607647229665,0.003607345438919039,0.0,0.15494881642784472
1,0.13428441301679253,0.005629272232983916,0.0,0.15511377528125445
1,0.13440817527016996,0.004923135239467455,0.0,0.155278933361139
1,0.1345320515881288,0.004572378322088613,0.0,0.15544429095842816
1,0.13465604207579587,0.004973769767448859,0.0,0.15560984836458575
1,0.13478014683839482,0.004297370202537794,0.0,0.15577560587161038
1,0.1349043659812463,0.005528842564894125,0.0,0.15594156377203705
1,0.13502869960976804,0.006878565762383882,0.0,0.1561077223589382
1,0.135153147829475,0.008236907166563584,0.0,0.156274081925925
1,0.13527771074597922,0.00404510441821004,0.0,0.1564406427671486
1,0.13540238846499023,0.005937964559147879,0.0,0.1566074051773013
1,0.13552718109231487,0.0034407242578563656,0.0,0.15677436945161774
1,0.1356520887338576,0.007979177073040121,0.0,0.1569415358858764
1,0.1357771114956204,0.006231562933500617,0.0,0.15710890477640058
1,0.13590224948370302,0.004983691840414046,0.0,0.1572764764200597
1,0.13602750280430298,0.004997878908997709,0.0,0.15744425111427085
1,0.13615287156371558,0.005338320153905801,0.0,0.15761222915699943
1,0.1362783558683342,0.004074881600149424,0.0,0.1577804108467611
1,0.13640395582465026,0.0069304991867470975,0.0,0.15794879648262258
1,0.1365296715392533,0.006820109470052686,0.0,0.15811738636420317
1,0.1366555031188311,0.004977414201869778,0.0,0.1582861807916758
1,0.13678145067016978,0.00801687616944989,0.0,0.15845518006576859
1,0.1369075143001538,0.0027604857674229264,0.0,0.15862438448776567
1,0.1370336941157663,0.004131206559043919,0.0,0.15879379435950916
1,0.13715999022408887,0.004845000498646212,0.0,0.1589634099833998
1,0.13728640273230186,0.006659292314851776,0.0,0.1591332316623986
1,0.13741293174768437,0.010432567317441365,0.0,0.15930325970002795
1,0.13753957737761435,0.004529905330579239,0.0,0.159473494400373
1,0.13766633972956882,0.00406537321235612,0.0,0.1596439360680831
1,0.13779321891112378,0.008000432532421203,0.0,0.1598145850083729
1,0.13792021502995433,0.007962894489240459,0.0,0.1599854415270236
1,0.1380473281938349,0.004681568017587621,0.0,0.16015650593038455
1,0.13817455851063914,0.0043887850026774955,0.0,0.16032777852537425
1,0.1383019060883403,0.005263849859105019,0.0,0.16049925961948208
1,0.138429371035011,0.005637725057751863,0.0,0.16067094952076905
1,0.13855695345882343,0.005260833187793623,0.0,0.16084284853786962
1,0.13868465346804962,0.007461935863501585,0.0,0.16101495697999282
1,0.13881247117106124,0.011488970193559869,0.0,0.1611872751569236
1,0.13894040667633,0.005348057214833089,0.0,0.16135980337902428
1,0.13906846009242746,0.00807433666377471,0.0,0.16153254195723565
1,0.13919663152802525,0.0036550480947140805,0.0,0.1617054912030785
1,0.1393249210918952,0.006568696714526164,0.0,0.16187865142865496
1,0.13945332889290937,0.008805041171629764,0.0,0.16205202294664983
1,0.1395818550400402,0.003124116925586878,0.0,0.16222560607033193
1,0.1397104996423605,0.00494187666791423,0.0,0.16239940111355544
1,0.1398392628090436,0.006162687397622463,0.0,0.16257340839076123
1,0.13996814464936355,0.0075521005592838674,0.0,0.16274762821697844
1,0.14009714527269498,0.006659415756323372,0.0,0.16292206090782546
1,0.14022626478851344,0.007787684150673319,0.0,0.1630967067795118
1,0.14035550330639532,0.004957114466604738,0.0,0.16327156614883903
1,0.14048486093601797,0.004610350014035724,0.0,0.1634466393332024
1,0.14061433778715995,0.008736318003838355,0.0,0.16362192665059225
1,0.14074393396970075,0.004760597138368896,0.0,0.16379742841959502
1,0.14087364959362145,0.004969334678317511,0.0,0.1639731449593954
1,0.14100348476900423,0.003610162922787078,0.0,0.16414907658977695
1,0.14113343960603286,0.009674257169441963,0.0,0.16432522363112392
1,0.1412635142149926,0.0063642761652390545,0.0,0.1645015864044226
1,0.14139370870627047,0.004207714703453291,0.0,0.1646781652312627
1,0.14152402319035504,0.004946194478035247,0.0,0.16485496043383868
1,0.1416544577778368,0.0044293343364485566,0.0,0.1650319723349513
1,0.14178501257940823,0.0074441603714425824,0.0,0.16520920125800903
1,0.14191568770586377,0.005716368870951533,0.0,0.16538664752702945
1,0.14204648326809993,0.00818899369500271,0.0,0.16556431146664058
1,0.14217739937711554,0.005927594967236977,0.0,0.16574219340208257
1,0.1423084361440116,0.005441071677027253,0.0,0.16592029365920874
1,0.14243959367999157,0.005147590590690437,0.0,0.16609861256448752
1,0.14257087209636143,0.0052028929680922546,0.0,0.16627715044500346
1,0.14270227150452974,0.0052190508564278855,0.0,0.16645590762845902
1,0.14283379201600765,0.006631947666200523,0.0,0.16663488444317567
1,0.1429654337424092,0.006836928815047756,0.0,0.16681408121809574
1,0.14309719679545113,0.0050134215127286,0.0,0.1669934982827834
1,0.1432290812869534,0.006251378863451351,0.0,0.16717313596742692
1,0.14336108732883882,0.010818113489182329,0.0,0.16735299460283912
1,0.14349321503313345,0.003680135076019602,0.0,0.16753307452045973
1,0.1436254645119665,0.007009695023224927,0.0,0.1677133760523563
1,0.1437578358775706,0.006412158344960965,0.0,0.1678938995312259
1,0.14389032924228187,0.0070255888033448274,0.0,0.1680746452903968
1,0.14402294471853985,0.006690146870940225,0.0,0.16825561366382957
1,0.1441556824188878,0.005716372958184024,0.0,0.16843680498611888
1,0.1442885424559726,0.004985342326988329,0.0,0.1686182195924948
1,0.14442152494254507,0.0057804743140551515,0.0,0.1687998578188245
1,0.14455462999145988,0.006245140081705979,0.0,0.1689817200016136
1,0.1446878577156757,0.0024854891906086886,0.0,0.16916380647800777
1,0.14482120822825534,0.0047491160648051745,0.0,0.16934611758579426
1,0.14495468164236583,0.007262756664524676,0.0,0.16952865366340336
1,0.1450882780712784,0.007682221160525934,0.0,0.16971141504990983
1,0.14522199762836882,0.007330739418822331,0.0,0.1698944020850349
1,0.14535584042711727,0.004623677260272641,0.0,0.17007761510914712
1,0.14548980658110852,0.004736575338681244,0.0,0.17026105446326445
1,0.14562389620403204,0.004987821924230633,0.0,0.1704447204890555
1,0.145758109409682,0.004595642738673359,0.0,0.1706286135288412
1,0.14589244631195766,0.006215607369438347,0.0,0.17081273392559645
1,0.146026907024863,0.003323534959924838,0.0,0.1709970820229514
1,0.14616149166250728,0.006193306338438585,0.0,0.17118165816519335
1,0.14629620033910473,0.004765522460489271,0.0,0.17136646269726796
1,0.146431033168975,0.00846103600679118,0.0,0.17155149596478114
1,0.14656599026654307,0.0027482607220962445,0.0,0.17173675831400054
1,0.14670107174633937,0.004020207985944885,0.0,0.171922250091857
1,0.14683627772299981,0.005530553484622884,0.0,0.17210797164594613
1,0.1469716083112661,0.008340618798660463,0.0,0.17229392332453028
1,0.14710706362598555,0.0058069175012735,0.0,0.17248010547653955
